thread_id,customer_tweet_id,customer_author_id,created_at,customer_text,xbox_reply_tweet_id,xbox_reply_text,proposed_resolution_mode,proposed_handling_signal,resolution_mode_review_status,intent,intent_semantic_confidence,intent_label_source
346444,346444,193793,Sun Oct 08 02:30:23 +0000 2017,"@XboxSupport Can you access Cloud Storage on 360 with Silver? If so, when did that change?",346443,@193793 Hi there! You would need to have a Gold Xbox Live subscription in order to use Cloud Storage on Xbox 360.  ^BL,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,how_to_product_information,0.375,semantic_prototype_weak_label
347087,347086,198655,Sun Oct 08 03:33:52 +0000 2017,"@115786 @XboxSupport Alto Dezi, and they'd have another customer willing to spend money...it's been gone for 3 years but will never be forgotten...",347084,@198655 Hey there! We are not part of the enforcement team here and as such are unable to change any enforcement action.  ^BL,enforcement_review,escalate,rule_assisted_needs_sample_review,billing_codes_refunds,0.353,semantic_prototype_weak_label
354910,354910,200354,Wed Nov 22 22:33:31 +0000 2017,So my game not turning on? @XboxSupport,354909,@200354 are having along with your Gamertag? Please include verbatims of any error you are seeing.  2 ^XS,private_account_investigation,escalate,rule_assisted_needs_sample_review,account_access_profile,0.520,semantic_prototype_weak_label
354910,354910,200354,Wed Nov 22 22:33:31 +0000 2017,So my game not turning on? @XboxSupport,354911,"@200354 Hey there, can you please DM us with a full description of the issue you  1 ^XS",private_account_investigation,escalate,rule_assisted_needs_sample_review,account_access_profile,0.520,semantic_prototype_weak_label
357067,357067,200783,Sun Oct 08 04:55:07 +0000 2017,@200784 @XboxSupport @200785 these guys out here in squads using racial slurs and Discriminating my rights can we pleasedosomething https://t.co/0Y3Z3gByvF,357065,"@200783 Hi! If someone is harassing you online, be sure to report them via these steps https://t.co/8QI5I9Cym7 1/2
 ^TJ",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,safety_enforcement_security,0.349,semantic_prototype_weak_label
357072,357072,200787,Sun Oct 08 04:42:26 +0000 2017,"@XboxSupport my xbox is having issues playing games. They will not start at all. I keep getting the ""took to long to start"" help?",357071,"@200787 Hi there! Let's check out our guide here for this error message that you're seeing https://t.co/u0q1I9dZCC
 ^TJ",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.525,semantic_prototype_weak_label
337176,359624,195371,Sun Oct 08 10:26:50 +0000 2017,@XboxSupport Hoonigan cars can be purchased with CR in FH3 but get Marketplace Exclusive error in FH7. All dates in Forzahub for availability have passed,359623,@195371 our chat team here: https://t.co/lUV7XYl61S so they can take a deeper look into the account and purchase with you.  2 ^XS,specialist_handoff,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.280,semantic_prototype_weak_label
337176,337173,195371,Sat Oct 07 18:56:18 +0000 2017,@XboxSupport I pre-ordered disc copy from GameUK. I see the dload icons in Car Collection screen but get a marketplace error when I click them,337174,@195371 &amp; Apps&gt;Forza Motorsport 7&gt;Manage Content&gt;Installed. Then power cycle: https://t.co/QENEhDawC3 and reinstall it. Any change?  2 ^ZM,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,how_to_product_information,0.359,semantic_prototype_weak_label
360429,360429,201363,Sun Oct 08 12:31:52 +0000 2017,@117331 @XboxSupport @127852 any idea what's happened just randomly zoomed in while on FUT draft an didn't zoom back out so i lost 15k. https://t.co/JQA2Hc7PSr,360428,"@201363 We'd be happy to help, but we could use more info. Could you follow &amp; DM @Xboxsupport with your Gamertag &amp; some details? ^EZ",private_account_investigation,escalate,rule_assisted_needs_sample_review,account_access_profile,0.311,semantic_prototype_weak_label
360432,360432,201364,Sun Oct 08 11:45:56 +0000 2017,"@XboxSupport when will the Blu-ray player work again?  I can't watch my newest Blu-ray,  and that really disappoint me",360430,"@201364 We'd be happy to help, but we could use more info. Could you follow &amp; DM @Xboxsupport with your Gamertag &amp; some details? ^EZ",private_account_investigation,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.424,semantic_prototype_weak_label
361695,361691,201662,Fri Sep 29 18:18:30 +0000 2017,@XboxSupport @201663 why does it say this I tested my internet on my phone please help me,361688,"@201662 We'd be happy to help, but we could use more info. Could you follow &amp; DM @Xboxsupport with your Gamertag &amp; some details? ^EZ",private_account_investigation,escalate,rule_assisted_needs_sample_review,account_access_profile,0.451,semantic_prototype_weak_label
361695,361689,201662,Sun Oct 08 17:32:01 +0000 2017,@XboxSupport to fix my xbox,361692,@201662 networking equipment (modem/router) once that is back up and running let's turn the Xbox back on and try again.  2 ^XS,public_troubleshooting,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.599,semantic_prototype_weak_label
361695,361689,201662,Sun Oct 08 17:32:01 +0000 2017,@XboxSupport to fix my xbox,361693,"@201662 Heya, let's start by power cycling your Xbox as outlined here: https://t.co/isBz4u1SxB while the Xbox is off, power cycle your  1 ^XS",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.599,semantic_prototype_weak_label
361695,361695,201663,Fri Sep 29 16:56:14 +0000 2017,@XboxSupport I'm having issues with audio cutting out on #Forza7 along with some game events. Is there a fix for this?,361694,"@201663 We'd be happy to help, but could use more info. Could you follow &amp; DM @Xboxsupport with your Gamertag &amp; some details? ^EZ",private_account_investigation,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.353,semantic_prototype_weak_label
365478,365478,202574,Sun Oct 08 19:01:35 +0000 2017,@115786 are the servers having issues cause my account won't let me log in online only on offline,365477,"@202574 Hi! Let's try briefly removing your profile https://t.co/zJxn1EMf83 power cycle, then 1/2 ^TJ",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.476,semantic_prototype_weak_label
366326,366326,202769,Sun Oct 08 19:10:14 +0000 2017,"Just great... @115786 @XboxSupport I didn’t even break this controller, I was pressing the LB button while playing Batman Arkham Asylum and it broke by itself somehow.. Any cheap way of fixing this? because it’s my favorite controller and I can’t afford a brand new one https://t.co/f8JYPpSHZv",366324,"@202769 Hi there! That's no good, let's check out your warranty/repair options here: https://t.co/3jSHcWukEr ^BL",repair_or_warranty_process,escalate,rule_assisted_needs_sample_review,console_accessory_display,0.383,semantic_prototype_weak_label
366326,366325,202769,Sun Oct 08 20:36:09 +0000 2017,@XboxSupport Something I always forget to do.. I have a poor memory,366327,"@202769 Not a problem, have a good night!  ^BL",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.467,semantic_prototype_weak_label
366331,366331,202770,Sun Oct 08 18:22:56 +0000 2017,@202771 I bought gta v today for Xbox one when I try to install it it keeps saying installation stopped error code 0x80070570,366330,"@202770 Hi there! Just to clarify, is this issue occurring on the Xbox One? 1/2 ^JA",needs_more_context,escalate,rule_assisted_needs_sample_review,account_access_profile,0.397,semantic_prototype_weak_label
366811,366809,202883,Sun Oct 08 20:28:13 +0000 2017,"@189878 Thanks, I gave that a try and t didn't work. Anything else I should try?",366808,"@202883 We'd be happy to help, but we could use more info. Could you follow &amp; DM @Xboxsupport with your Gamertag &amp; some details? ^EZ",private_account_investigation,escalate,rule_assisted_needs_sample_review,account_access_profile,0.157,semantic_prototype_weak_label
367203,367203,202982,Sun Oct 08 20:30:55 +0000 2017,@XboxSupport I've tried everything you have told me my rocket L won't stop crashing,367200,@202982 Have you tried doing a power cycle to your console? The steps for that are here https://t.co/isBz4u1SxB. ^RM,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.381,semantic_prototype_weak_label
367203,367201,202982,Sun Oct 08 22:07:12 +0000 2017,@XboxSupport This happens every time https://t.co/lfJUYH3zXT,367204,@202982 Have you tried uninstalling the game and reinstalling it? ^RM,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.467,semantic_prototype_weak_label
367203,367205,202982,Sun Oct 08 22:37:46 +0000 2017,@XboxSupport Ever since rocket league released their autumn update it has done this,367207,"@202982 Hey there, are you currently enrolled in the preview program? ^XS",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.401,semantic_prototype_weak_label
368975,368975,203426,Sun Oct 08 20:39:22 +0000 2017,@XboxSupport I can't hear my friends in a party's,368974,"@203426 Hey, we apologize for the inconvenience. Have you tried restarting the console? https://t.co/isBz4u1SxB ^RM",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.435,semantic_prototype_weak_label
371336,371336,203943,Sat Oct 07 22:38:47 +0000 2017,Xbox broke #Depression,371335,"@203943 Hey there, are you still seeing this with your console? If so, Tweet us for official Xbox support! ^EZ",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.497,semantic_prototype_weak_label
372342,372342,204216,Sun Oct 08 23:04:03 +0000 2017,I think this will be the last time I download any @141157 game to my @XboxSupport. I have FIFA 18 and the game is frozen I can no longer play,372340,@204216 are having along with your Gamertag? Please include verbatims of any error you are seeing.  2 ^XS,private_account_investigation,escalate,rule_assisted_needs_sample_review,game_content_download,0.429,semantic_prototype_weak_label
372342,372342,204216,Sun Oct 08 23:04:03 +0000 2017,I think this will be the last time I download any @141157 game to my @XboxSupport. I have FIFA 18 and the game is frozen I can no longer play,372343,"@204216 Hey there, can you please DM us with a full description of the issue you  1 ^XS",private_account_investigation,escalate,rule_assisted_needs_sample_review,game_content_download,0.429,semantic_prototype_weak_label
372349,372349,204218,Sun Oct 08 22:54:20 +0000 2017,@XboxSupport 4 months of messages/invites not working on Xbox 360. Frustrated how many times I've contacted support. Effects everyone on 360,372347,@204218 our chat/phone team here: https://t.co/lUV7XYl61S so they can take a deeper look into the account and issue with you.  2 ^XS,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,other_or_needs_context,0.554,semantic_prototype_weak_label
372349,372349,204218,Sun Oct 08 22:54:20 +0000 2017,@XboxSupport 4 months of messages/invites not working on Xbox 360. Frustrated how many times I've contacted support. Effects everyone on 360,372350,"@204218 Hi there, when you get a moment what you will want to do in this case; is reach out to  1 ^XS",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.554,semantic_prototype_weak_label
372353,372353,204219,Sun Oct 08 07:00:53 +0000 2017,I have all sorts of problems with internet connection on Xbox. Never on PlayStation. What the actual fuck?!,372351,@204219 We'd be happy to look into the connection with you! Tweet us any time for official Xbox support :) ^EZ,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,connectivity_xbox_live,0.568,semantic_prototype_weak_label
374938,374938,204910,Mon Oct 09 00:39:15 +0000 2017,@XboxSupport nba 2k18 is literally unplayable for me the website also says the game is limited any reason why?,374936,@204910 Hey there! Let's check out the post here: https://t.co/3UuOKctR8T from 2K.  ^BL,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,other_or_needs_context,0.404,semantic_prototype_weak_label
374938,374937,204910,Mon Oct 09 01:30:17 +0000 2017,@XboxSupport No im having a problem with the online service of the game.,374939,@204910 Can you describe exactly what happens? Are you having issues with any other games online? ^JL,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.525,semantic_prototype_weak_label
374938,374940,204910,Mon Oct 09 04:06:46 +0000 2017,@XboxSupport Lagging or frame rate drops in play grounds or pro am and this is the only game that I've experienced this issue with.,374941,@204910 console &amp; reinstall. Let us know if you still see those things.  2 ^JL,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.445,semantic_prototype_weak_label
374938,374940,204910,Mon Oct 09 04:06:46 +0000 2017,@XboxSupport Lagging or frame rate drops in play grounds or pro am and this is the only game that I've experienced this issue with.,374942,"@204910 In that case, let's uninstall the game https://t.co/3oioL1168I &amp; power cycle https://t.co/QENEhDawC3 the  1 ^JL",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,other_or_needs_context,0.445,semantic_prototype_weak_label
374938,374943,204910,Mon Oct 09 04:09:02 +0000 2017,@XboxSupport And if that does not work what happens next?,374944,"@204910 Next, we reach out to 2K to be sure they are aware and set up a ticket with them. ^JL",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.488,semantic_prototype_weak_label
374938,374945,204910,Mon Oct 09 21:57:10 +0000 2017,@XboxSupport I'm still having the issue,374946,@204910 you also please send us your detailed network statistics and gamertag via DM: https://t.co/nPX1yNXCi5 ?  2 ^ZM,private_account_investigation,escalate,rule_assisted_needs_sample_review,account_access_profile,0.584,semantic_prototype_weak_label
374938,374945,204910,Mon Oct 09 21:57:10 +0000 2017,@XboxSupport I'm still having the issue,374947,@204910 Please try the steps here: https://t.co/6G93cXQpVc if you're seeing slow performance on Xbox One. Can  1 ^ZM,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.584,semantic_prototype_weak_label
377671,377669,205613,Mon Oct 09 04:01:28 +0000 2017,@XboxSupport @XboxSupport Coin purchase gets stuck on purchase/loading screen. Already checked payments &amp; restarted the system. Any troubleshooting tips?,377668,@205613 Hiya! Mind sending us a direct message https://t.co/nPX1yNXCi5 with your Gamertag so we can further assist?  ^JA,private_account_investigation,escalate,rule_assisted_needs_sample_review,account_access_profile,0.461,semantic_prototype_weak_label
387955,387941,207822,Sun Nov 20 15:08:11 +0000 2016,"@XboxSupport No, not tried, because I do not have a replacement disc to try. I only have the discs I purchased.",387939,@207822 without having to pay for the whole game again. Let's contact Rockstar and let them know :)  2 ^NX,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.285,semantic_prototype_weak_label
387955,387943,207822,Sat Nov 19 01:14:31 +0000 2016,@XboxSupport There are no issues with my xbox360 console as all my other games work fine. The only issue is with GTA only.,387942,@207822 Got it. It sounds like you need to replace that specific disc have you tried that and still seeing same problem?  ^IS,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.498,semantic_prototype_weak_label
387955,387946,207822,Sat Nov 19 00:07:11 +0000 2016,@XboxSupport I cannot and have not been able to try the disc on another console.,387945,@207822 Got it. It has been a long time since you tweeted us. If this is still occurring you may need to replace the disc but 1/2  ^IS,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.474,semantic_prototype_weak_label
387955,387948,207822,Sun Sep 20 13:56:20 +0000 2015,@174471 RT,387947,@207822 Gotcha. Would you be able to try the disc on another Xbox 360 console? ^MP,public_troubleshooting,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.091,semantic_prototype_weak_label
389776,389776,208267,Mon Oct 09 04:50:51 +0000 2017,@XboxSupport I traded my ps4 in for an xb1 and not even a month with xb1 it's making crackling noises and won't open apps.,389768,@208267 Hi there! Could you send us a video of the noise you are hearing as well as any error messages you see? ^JS,visual_evidence_required,escalate,rule_assisted_needs_sample_review,account_access_profile,0.354,semantic_prototype_weak_label
391915,391915,208800,Mon Oct 09 13:53:41 +0000 2017,@XboxSupport am I able to get a refund on a season pass that I purchased yesterday?,391913,@208800 …they can help you explore further possible options for getting that refunded.  ^QZ,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,billing_codes_refunds,0.460,semantic_prototype_weak_label
391915,391914,208800,Mon Oct 09 17:06:26 +0000 2017,@XboxSupport Iv tried several times now but the page just keeps refreshing once I hit 'chat now',391916,@208800 Are you doing this on a mobile device or a PC? We would recommend a computer. ^XS,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.406,semantic_prototype_weak_label
391915,391915,208800,Mon Oct 09 13:53:41 +0000 2017,@XboxSupport am I able to get a refund on a season pass that I purchased yesterday?,391917,"@208800 We can't speculate on any refunds here on Twitter, but if you reach our chat team from here: https://t.co/LFZ7igiWJU … ^QZ",specialist_handoff,escalate,rule_assisted_needs_sample_review,billing_codes_refunds,0.460,semantic_prototype_weak_label
391915,391915,208800,Mon Oct 09 13:53:41 +0000 2017,@XboxSupport am I able to get a refund on a season pass that I purchased yesterday?,391918,@208800 Thanks for reaching out! We were closed up overnight: https://t.co/XJOdrwpuSt but we're back open now :)  ^QZ,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,billing_codes_refunds,0.460,semantic_prototype_weak_label
394228,394227,209406,Mon Oct 09 17:26:50 +0000 2017,"@XboxSupport game is almost ready and then it cuts immediately to something went wrong. ive tried both games on 2 different consoles, no idea what to do",394226,@209406 Sorry to hear that! Can you DM us your gamertag &amp; which Xbox console you're using? https://t.co/nPX1yNXCi5  ^QZ,private_account_investigation,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.439,semantic_prototype_weak_label
395805,395803,209690,Mon Oct 09 16:15:30 +0000 2017,"@189878 It's too late where we live and we can't call, and the chat requires she get into her account.",395802,"@209690 Hiya. If you think your account has been compromised, check out this page: https://t.co/PjiL383pd4 for info &amp; next steps.  ^ZM",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.223,semantic_prototype_weak_label
403846,403846,211592,Sun Oct 08 20:25:07 +0000 2017,charters WiFi is seriously the fucking worst. Can’t even stream a game on my Xbox without the WiFi going down,403845,@211592 Hey there! We'd love to take a look in case we could help - tweet any time for official Xbox support!  ^QZ,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,connectivity_xbox_live,0.516,semantic_prototype_weak_label
406866,406864,211975,Mon Oct 09 21:34:11 +0000 2017,@XboxSupport Hi. Messages don't seem to get through and not all clips play. Seems like I'm not the only one according to the Google Play Store comments.,406863,@211975 Thank you for confirming that for us. The proper teams are currently hard at work on a solution to this.  ^BL,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.435,semantic_prototype_weak_label
406866,406866,211975,Mon Oct 09 20:53:24 +0000 2017,@XboxSupport Any idea if there will be an update for the Android Smartglass app? It just ain't working now.,406865,@211975 Hi there! Can you let us know some more details about what's going on?  ^BL,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.274,semantic_prototype_weak_label
407720,407713,212193,Mon Oct 09 21:49:20 +0000 2017,@115786 @XboxSupport Can't give a free day of Gold? Give me a break.... I'm not an idiot.,407711,"@212193 While we can appreciate the frustration regarding this, the proper teams are currently looking into this.  ^BL",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.409,semantic_prototype_weak_label
407720,407712,212193,Mon Oct 09 22:15:17 +0000 2017,@XboxSupport I appreciate your efdorts but..Heard that hours ago. Just throw me a day of gold. Simple. I don't have all day for you guys to figure it out,407714,@212193 We do not have that to give out here I am afraid.  ^BL,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.417,semantic_prototype_weak_label
407720,407715,212193,Mon Oct 09 22:18:15 +0000 2017,"@XboxSupport Then WHO does? For all the headaches, time, frustration we've experienced over this? The fact that NO ONE can give out a free day is absurd.",407716,"@212193 Hi again, just to confirm, that promotion ended 9am PT, we apologize for the confusion. ^CO",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.388,semantic_prototype_weak_label
412065,412065,213303,Tue Oct 10 00:40:56 +0000 2017,@XboxSupport Hello I was wondering if it was possible to stream to twitch on an Xbox One without having a subscription to Xbox Live Gold?,412063,@213303 Hello! What happens when you try to stream with your account?  ^RR,public_troubleshooting,auto_handle_candidate,rule_assisted_needs_sample_review,other_or_needs_context,0.371,semantic_prototype_weak_label
412065,412066,213303,Tue Oct 10 00:47:34 +0000 2017,@XboxSupport I can not seem to find any info regarding the topic online,412067,@213303 Thanks for that info! You can stream using Twitch on your console without Xbox Live Gold.  ^RR,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.607,semantic_prototype_weak_label
412065,412068,213303,Tue Oct 10 01:11:02 +0000 2017,"@XboxSupport Thank you for the info then!
Needless to say i'm very much getting an Xbox One very soon",412069,"@213303 Awesome! Glad to hear it, have a great night!  ^BL",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.510,semantic_prototype_weak_label
416877,416877,214458,Tue Oct 10 02:12:19 +0000 2017,@XboxSupport Will the Xbox one X come with an HDMI 2.0 cable?,416876,@214458 Hey there. We wouldn't have those specifics but this page has all of the present details details: https://t.co/w3u291GUxT . ^IS,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,other_or_needs_context,0.348,semantic_prototype_weak_label
423552,423552,215831,Sat Nov 25 05:44:12 +0000 2017,@XboxSupport How do I remove a payment option if the Xbox Live subscription is already payed for but I want to remove that option before the subscription is done and I already turned off auto-renew?,423551,"@215831 Hi there! For this, let's have you reach out to the chat team here: https://t.co/UrUi80i54l  ^JA",specialist_handoff,escalate,rule_assisted_needs_sample_review,subscription_game_pass_gold,0.434,semantic_prototype_weak_label
425779,425767,216264,Mon Oct 16 17:04:54 +0000 2017,"@XboxSupport my gaming profile (gamertag) is: carlos90cze
My Location is in the Czech Republic",425763,"@216264 Apologies for the delay, can you try to to clear your cache: https://t.co/lWYI9STENb and then restart your console and try again? ^IS",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.478,semantic_prototype_weak_label
425779,425764,216264,Mon Oct 16 20:33:09 +0000 2017,@XboxSupport so there are two options. I'm totally stupid or there is a downside on Microsoft's side of xbox Live,425768,@216264 Thanks for that. Since the last time you reached out we have informed our teams and they are working to get this addressed ^IS,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.498,semantic_prototype_weak_label
425779,425776,216264,Mon Oct 16 12:52:01 +0000 2017,"@XboxSupport Hello, I tried all the steps, I still have 80151909. I do not know what I'm afraid, please help. https://t.co/b2PAYZkqma",425775,"@216264 We'd be happy to help, but we could use more info. Could you follow &amp; DM @Xboxsupport with your Gamertag? ^EZ",private_account_investigation,escalate,rule_assisted_needs_sample_review,account_access_profile,0.381,semantic_prototype_weak_label
425779,425778,216264,Mon Oct 16 01:19:14 +0000 2017,@XboxSupport  https://t.co/lA7ZjqjHz5,425777,@216264 Hi there! Have you been able to work through all the steps here: https://t.co/5tcp79gkQ1 ^BL,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,other_or_needs_context,0.441,semantic_prototype_weak_label
436698,436698,218712,Tue Oct 10 16:41:47 +0000 2017,Hey @XboxSupport trying to change my gamertag. Need to add payment but I'm in UK. Keeps asking me to choose state. tag - dcwsco,436697,@218712 Hi there! Could you log in here https://t.co/XvEvhwizgg and add your payment method this way? ^JS,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.420,semantic_prototype_weak_label
436707,436707,218715,Tue Oct 10 07:39:41 +0000 2017,@XboxSupport Can't seem to get Shadow of War to play. Installs but gives error 0x80070490 and wont launch the game.,436706,"@218715 We'd be happy to help, but we could use more info. Could you follow &amp; DM @Xboxsupport with your Gamertag?^EZ",private_account_investigation,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.414,semantic_prototype_weak_label
447521,447521,220999,Thu Nov 30 17:49:16 +0000 2017,@XboxSupport how do i get my wife's console to play games I've bought for my xbox,447520,@220999 Hi there! If you set her console as your home console she can access the games you've bought https://t.co/BClDvTOaqk ^JS,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,how_to_product_information,0.475,semantic_prototype_weak_label
450508,450506,221800,Thu Nov 30 21:07:49 +0000 2017,"@XboxSupport My Gt is ""AtomicBrace""",450504,"@221800 We don't have any influence on suspensions, I'm afraid; if you like, you can submit a case review: https://t.co/JoGQTtB3Sp  ^JL",enforcement_review,escalate,rule_assisted_needs_sample_review,account_access_profile,0.394,semantic_prototype_weak_label
450508,450505,221800,Thu Nov 30 21:40:02 +0000 2017,@XboxSupport Thanks👍,450507,@221800 Sure thing. Do let us know if we can assist with any other issues. ^JL,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.463,semantic_prototype_weak_label
450515,450512,221802,Thu Nov 30 20:46:58 +0000 2017,"@XboxSupport I tried it and it didn't work. The 1.2.6.2 update is still the one I'm getting.
Any other suggestions?",450511,@221802 power cycle https://t.co/QENEhDawC3 and redownload your profile and see if you can access realms then?  2 ^JS,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,other_or_needs_context,0.377,semantic_prototype_weak_label
450515,450512,221802,Thu Nov 30 20:46:58 +0000 2017,"@XboxSupport I tried it and it didn't work. The 1.2.6.2 update is still the one I'm getting.
Any other suggestions?",450513,"@221802 Hi there! Could you remove your profile https://t.co/zJxn1EMf83 (make sure you remember your account info),  1 ^JS",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,other_or_needs_context,0.377,semantic_prototype_weak_label
450530,450530,221808,Thu Nov 30 19:50:13 +0000 2017,My Play 💔💔❌ Xbox One S New 6/19/2017---&gt;&gt;&gt;30/11/2017 Ending Cancelled❌❌❌  😰😰😰😟😟 @XboxSupport @115786,450528,@221808 Hello! Is there anything Xbox related that we can help you with today?  ^RR,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.378,semantic_prototype_weak_label
452971,452971,222465,Thu Nov 30 18:10:53 +0000 2017,"@127852 My Fifa 18 on Xbox one is broken and I really need it. Whenever I start it up, or use it, before it goes onto the menus it comes up with a message saying ‘personal settings 1 failed to load’ I’ve tried re downloading Fifa but the problem persists, what do I do now? Thanks",452969,"@222465 Hey there! Official Xbox Support here :) If you have any questions, we'd be glad to assist! ^BZ",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.489,semantic_prototype_weak_label
452971,452970,222465,Thu Nov 30 22:23:18 +0000 2017,@XboxSupport How do I fix Fifa 18 when it says ‘personalsettings1failed to load’,452972,@222465 Can you follow &amp; DM us your Gamertag so we can take a closer look? ^BZ,private_account_investigation,escalate,rule_assisted_needs_sample_review,account_access_profile,0.477,semantic_prototype_weak_label
452983,452983,222468,Thu Nov 30 21:57:11 +0000 2017,"@XboxSupport i just bought a 3 month xbl gold subscription and when i try to play online, i'm told i don't have one. please help.",452980,"@222468 Hi, can you please send us your gamertag via DM: https://t.co/nPX1yNG0Tv ? Please try removing your profile: https://t.co/zJxn1F3PZB , power cycling: https://t.co/QENEhDs7tB your Xbox One console and router/modem and then signing back in. Did that solve the issue? ^ZM",private_account_investigation,escalate,rule_assisted_needs_sample_review,subscription_game_pass_gold,0.554,semantic_prototype_weak_label
452983,452981,222468,Thu Nov 30 22:29:36 +0000 2017,@XboxSupport working now. thx,452984,"@222468 Awesome, we're glad to hear that. We hope you have a good day! :) ^ZM",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.503,semantic_prototype_weak_label
452986,452986,221004,Thu Nov 30 19:24:50 +0000 2017,Update on the whole Xbox thing. It’s now just taunting me with a Logo. https://t.co/hEDajJraSm,452985,@221004 Heya! Can you DM us your Gamertag so we can get a bit more info out to you?  ^JL,private_account_investigation,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.493,semantic_prototype_weak_label
454248,454248,222795,Thu Nov 30 22:22:19 +0000 2017,"@XboxSupport is oneguide down ? i've reset everything, Xbox detect usb tv tuner, but keep saying it cannot find tv provider whatever postal code I type :(",454247,@222795 are having along with your Gamertag? Please include verbatims of any error you are seeing.  2 ^XS,private_account_investigation,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.406,semantic_prototype_weak_label
454248,454248,222795,Thu Nov 30 22:22:19 +0000 2017,"@XboxSupport is oneguide down ? i've reset everything, Xbox detect usb tv tuner, but keep saying it cannot find tv provider whatever postal code I type :(",454249,"@222795 Hey there, can you please DM us with a full description of the issue you  1 ^XS",private_account_investigation,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.406,semantic_prototype_weak_label
455177,455177,223057,Thu Nov 30 23:13:08 +0000 2017,"@XboxSupport are there problems in Akron, Oh.",455176,"@223057 Hey there. We have not seen specific reports but can you dm your GT, console and specifics on what your seeing? Happy to take a look. ^IS
 https://t.co/3ZhVDWKaYU",needs_more_context,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.454,semantic_prototype_weak_label
